Price,Year,Mileage,Region,mean_price_country_digit_x,mean_price_country_digit_y,mean_price_country_digit_x,mean_price_country_digit_y,mean_price_region,max_price_region,min_price_region,std_price_region,mean_price_sc,max_price_sc,min_price_sc,std_price_sc,mean_price_mm,max_price_mm,min_price_mm,std_price_mm
9900,2012,92822,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,9900.0,9900,9900,,13028.6091954023,21900,8499,2301.503322433029
9995,2009,81179,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25535.03448275862,61980,6995,13808.689087679433,7773.515151515152,12751,2992,2042.4824681195569
12561,2012,61125,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,12561.0,12561,12561,,13028.6091954023,21900,8499,2301.503322433029
14999,2014,39582,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25178.64,46291,6991,9054.684233772776,23098.434370771312,46015,2195,6402.635292209773
7641,2007,82908,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,24048.954545454544,57247,4977,14576.06238491893,7773.515151515152,12751,2992,2042.4824681195569
8555,2009,87067,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,29271.53846153846,53700,4755,13127.700847386093,10071.65648854962,24995,1995,4154.963833538779
6493,2009,104542,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25381.55,48993,6493,10876.408138601453,15266.39837398374,45991,4500,9149.92748313093
5500,2005,108625,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,4747.5,5500,3995,1064.195705685754,6693.0,8280,5500,1226.5743624691765
11659,2012,78271,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25044.217391304348,50958,8500,8972.302384948722,13028.6091954023,21900,8499,2301.503322433029
8500,2007,69017,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,28249.65625,45990,8500,8038.132216080144,7842.962962962963,15998,3500,3108.932519549293
7950,2009,97397,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,7883.333333333333,8750,6950,901.8499505645788,7773.515151515152,12751,2992,2042.4824681195569
13792,2012,52460,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13792.0,13792,13792,,13028.6091954023,21900,8499,2301.503322433029
14499,2013,39305,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,20799.0,29999,14499,8146.778504415104,23098.434370771312,46015,2195,6402.635292209773
6975,2009,99068,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,11349.285714285714,20975,3995,5578.228085281971,10071.65648854962,24995,1995,4154.963833538779
7999,2008,78207,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,10665.666666666666,12999,7999,2516.6114784235833,10071.65648854962,24995,1995,4154.963833538779
11888,2010,48609,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,24240.157894736843,55441,3888,12509.572484400946,10071.65648854962,24995,1995,4154.963833538779
12995,2012,59030,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,31464.0625,49995,12995,8307.204547610065,13028.6091954023,21900,8499,2301.503322433029
12988,2012,62372,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,9117.666666666666,12988,4388,4363.924877141371,13028.6091954023,21900,8499,2301.503322433029
8498,2007,60559,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,10820.461538461539,31994,4498,8120.581409966741,7842.962962962963,15998,3500,3108.932519549293
17540,2015,30348,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25822.533333333333,54997,4495,13645.723604676965,23098.434370771312,46015,2195,6402.635292209773
11720,2012,76951,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,11720.0,11720,11720,,13028.6091954023,21900,8499,2301.503322433029
6795,2006,54181,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,24132.782608695652,55900,6795,11167.384344015232,5956.125,9980,3388,1311.0357191236944
11498,2011,90293,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,23738.74074074074,52987,5300,10905.311520230696,7773.515151515152,12751,2992,2042.4824681195569
17800,2014,24217,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25370.81395348837,53900,5550,9820.493938833108,23098.434370771312,46015,2195,6402.635292209773
8990,2010,93523,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,8345.0,8995,7050,1121.5056843369096,10071.65648854962,24995,1995,4154.963833538779
7995,2004,44992,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13683.29411764706,39995,1999,11274.188522709217,10071.65648854962,24995,1995,4154.963833538779
13994,2013,45378,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13353.5,13994,12713,905.8037866999674,23098.434370771312,46015,2195,6402.635292209773
12828,2012,58786,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13578.25,15495,10995,2075.0234336026188,13028.6091954023,21900,8499,2301.503322433029
14499,2014,49948,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,12999.0,14499,11499,2121.3203435596424,23098.434370771312,46015,2195,6402.635292209773
7490,2008,86293,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,8847.142857142857,15490,5990,3567.3786561269994,10071.65648854962,24995,1995,4154.963833538779
13992,2012,65330,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13992.0,13992,13992,,13028.6091954023,21900,8499,2301.503322433029
17450,2014,35299,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25355.382352941175,48000,7750,6714.188964829388,23098.434370771312,46015,2195,6402.635292209773
5995,2007,92306,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,9863.714285714286,16599,5995,4448.678706997757,7842.962962962963,15998,3500,3108.932519549293
11553,2012,78210,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,27210.382352941175,66240,6555,13973.733743282932,13028.6091954023,21900,8499,2301.503322433029
9977,2009,65578,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,24048.954545454544,57247,4977,14576.06238491893,10071.65648854962,24995,1995,4154.963833538779
10450,2012,82207,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,18694.266666666666,42998,5997,10175.204662502349,13028.6091954023,21900,8499,2301.503322433029
5500,2004,76595,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,26902.75,54994,5500,20982.06293281637,10071.65648854962,24995,1995,4154.963833538779
13587,2012,64165,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,22356.333333333332,28487,13587,7792.5875890703555,13028.6091954023,21900,8499,2301.503322433029
7950,2008,78206,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,7450.0,7950,6950,707.1067811865476,7842.962962962963,15998,3500,3108.932519549293
10221,2012,85422,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,9116.5,26897,2995,6147.288499325486,13028.6091954023,21900,8499,2301.503322433029
16489,2015,43717,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,14843.0,16489,13351,1574.6580581192857,23098.434370771312,46015,2195,6402.635292209773
4258,2006,105780,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,28024.217391304348,45580,4258,10675.826431524983,5802.725490196079,19995,1995,2915.243585558033
10899,2012,77439,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,9116.5,26897,2995,6147.288499325486,13028.6091954023,21900,8499,2301.503322433029
9929,2012,89132,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,11484.444444444445,22993,7424,5043.816315824534,13028.6091954023,21900,8499,2301.503322433029
13929,2013,53987,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13339.0,19945,8991,4864.9612536997665,23098.434370771312,46015,2195,6402.635292209773
4994,2004,79844,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,9116.5,26897,2995,6147.288499325486,5301.714285714285,7990,3650,1328.901421856034
15777,2013,44891,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,15777.0,15777,15777,,23098.434370771312,46015,2195,6402.635292209773
6361,2007,100764,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,6361.0,6361,6361,,7842.962962962963,15998,3500,3108.932519549293
7995,2009,75800,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,14400.0,30995,4995,7832.577800443479,11533.971428571429,24995,4865,3728.307332622072
11995,2010,51301,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,10894.384615384615,33494,2995,6805.158714251553,10071.65648854962,24995,1995,4154.963833538779
8999,2008,66740,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,24048.954545454544,57247,4977,14576.06238491893,7842.962962962963,15998,3500,3108.932519549293
10990,2010,63505,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,16012.166666666666,40950,5995,10238.561944773774,10071.65648854962,24995,1995,4154.963833538779
6950,2005,79997,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,7883.333333333333,8750,6950,901.8499505645788,6079.8,7400,3751,1196.8784213760207
6495,2009,105583,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,7431.137931034483,22987,3995,3553.089115967942,7842.962962962963,15998,3500,3108.932519549293
6993,2005,103694,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,16584.0,34850,3500,10609.65613159867,6693.0,8280,5500,1226.5743624691765
13995,2015,67083,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,18193.0,27495,9990,7147.185285131483,23098.434370771312,46015,2195,6402.635292209773
10991,2012,85102,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,10991.0,10991,10991,,13028.6091954023,21900,8499,2301.503322433029
11993,2012,76573,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,11993.0,11993,11993,,13028.6091954023,21900,8499,2301.503322433029
5900,2007,92800,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,14439.5,48457,3751,14004.612860184188,30053.289237668163,58991,4988,16336.544988081603
8997,2010,76539,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,6568.0,8997,4139,3435.1247430042476,7712.72972972973,15995,1995,2108.8363613654806
16766,2013,30978,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,15489.5,16766,14213,1805.2436123692557,23098.434370771312,46015,2195,6402.635292209773
13891,2012,51572,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,18501.5,24190,13891,4268.961505253162,13028.6091954023,21900,8499,2301.503322433029
14000,2012,62568,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,24249.0,48500,14000,14167.240486417953,13028.6091954023,21900,8499,2301.503322433029
12500,2010,48018,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,12500.0,12500,12500,,10071.65648854962,24995,1995,4154.963833538779
11650,2012,70308,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,14929.866666666667,26450,6995,4809.236750650723,13028.6091954023,21900,8499,2301.503322433029
13997,2013,70954,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,25619.777777777777,47896,11967,10547.690443620559,23098.434370771312,46015,2195,6402.635292209773
17995,2015,39775,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,17995.0,17995,17995,,23631.393063583815,39425,13700,3810.6014916707954
4985,2009,125163,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,16584.0,34850,3500,10609.65613159867,7842.962962962963,15998,3500,3108.932519549293
11992,2012,76469,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,29991.5,47991,11992,25455.137015934524,13028.6091954023,21900,8499,2301.503322433029
16250,2015,63480,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,16250.0,16250,16250,,23631.393063583815,39425,13700,3810.6014916707954
6500,2009,107140,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,23417.44680851064,60988,5500,14403.843007440022,7842.962962962963,15998,3500,3108.932519549293
17799,2015,22694,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,17799.0,17799,17799,,23098.434370771312,46015,2195,6402.635292209773
13950,2012,55180,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,13950.0,13950,13950,,13028.6091954023,21900,8499,2301.503322433029
8995,2009,91571,Europa,23543.077966101693,23543.077966101693,23543.077966101693,23543.077966101693,23542.172049441786,80895,1500,12745.626465392688,7431.137931034483,22987,3995,3553.089115967942,7773.515151515152,12751,2992,2042.4824681195569
