Price,Year,Mileage,Region,mean_price_country_digit_x,mean_price_country_digit_y,mean_price_country_digit_x,mean_price_country_digit_y,mean_price_region,max_price_region,min_price_region,std_price_region,mean_price_sc,max_price_sc,min_price_sc,std_price_sc,mean_price_mm,max_price_mm,min_price_mm,std_price_mm
13495,2010,41234,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,24310.428571428572,35495,9990,7225.643663864335,11352.45581395349,19900,4990,2640.7577171877883
16499,2014,25068,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,22642.157894736843,51993,4883,9609.346296313877,18506.054545454546,22495,14490,1861.1912694331393
15595,2013,38122,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,18664.0,27390,8495,6321.64564545235,17910.729559748426,23600,12290,2099.876119569538
14995,2015,35039,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,24537.552631578947,37500,6495,7679.901588957634,17214.413636363635,23887,8924,2073.3110178524844
13473,2010,29875,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,22642.157894736843,51993,4883,9609.346296313877,11352.45581395349,19900,4990,2640.7577171877883
14895,2015,46243,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,23033.511627906977,37886,7994,6984.220904370057,17214.413636363635,23887,8924,2073.3110178524844
15895,2015,24511,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,24537.552631578947,37500,6495,7679.901588957634,17214.413636363635,23887,8924,2073.3110178524844
16651,2015,32203,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,27916.423076923078,54515,7000,9405.465829216275,17214.413636363635,23887,8924,2073.3110178524844
12930,2014,61189,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,39634.95652173913,194000,4950,17428.258877516862,17214.413636363635,23887,8924,2073.3110178524844
18500,2015,15817,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,28302.055555555555,46858,11549,9254.568768048552,17214.413636363635,23887,8924,2073.3110178524844
15999,2014,15181,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,18999.0,24999,12999,4070.8019567928595,17214.413636363635,23887,8924,2073.3110178524844
13419,2011,58105,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,17174.8,34990,2990,11541.681103721416,11352.45581395349,19900,4990,2640.7577171877883
14499,2014,33363,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,22808.206896551725,47955,4850,9267.531582932606,17214.413636363635,23887,8924,2073.3110178524844
19411,2014,20192,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,20574.60714285714,41995,3700,9128.786844977758,17910.729559748426,23600,12290,2099.876119569538
15500,2014,43359,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,20589.166666666668,23820,15500,3362.1418421397193,17214.413636363635,23887,8924,2073.3110178524844
15889,2013,37303,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,22224.636363636364,29799,12970,4998.114589977449,18506.054545454546,22495,14490,1861.1912694331393
18450,2015,17014,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,25797.083333333332,165399,4900,23067.249136303883,17214.413636363635,23887,8924,2073.3110178524844
16999,2014,21064,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,16099.0,17499,13799,2007.4859899884732,17910.729559748426,23600,12290,2099.876119569538
14595,2013,37852,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,23828.896551724138,34995,11942,6304.968705852028,17214.413636363635,23887,8924,2073.3110178524844
15383,2015,45616,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,23828.896551724138,34995,11942,6304.968705852028,17214.413636363635,23887,8924,2073.3110178524844
11991,2008,59594,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,19971.81818181818,42991,6333,10513.95303113482,11352.45581395349,19900,4990,2640.7577171877883
17997,2015,12638,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,31245.227272727272,46995,17995,7114.918871764949,17214.413636363635,23887,8924,2073.3110178524844
16499,2015,18583,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,19762.555555555555,42499,7850,8514.972095717616,17214.413636363635,23887,8924,2073.3110178524844
17544,2014,30879,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,28210.52,45995,10498,8744.46186699521,17910.729559748426,23600,12290,2099.876119569538
16385,2015,30014,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,23033.511627906977,37886,7994,6984.220904370057,17214.413636363635,23887,8924,2073.3110178524844
16000,2015,41310,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,26513.163636363635,46990,7789,9651.58259094146,17214.413636363635,23887,8924,2073.3110178524844
13999,2015,49192,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,22642.157894736843,51993,4883,9609.346296313877,17214.413636363635,23887,8924,2073.3110178524844
15999,2014,34037,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,15949.0,16992,13813,1498.9656433687862,18506.054545454546,22495,14490,1861.1912694331393
11982,2013,69027,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,9326.666666666666,11982,7999,2299.5861221822793,17214.413636363635,23887,8924,2073.3110178524844
17969,2015,17419,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,30852.75,169929,4929,19101.24503696095,17214.413636363635,23887,8924,2073.3110178524844
14995,2013,20261,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,21295.0,33995,14995,7710.382610480494,17214.413636363635,23887,8924,2073.3110178524844
13977,2013,35370,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,19058.612903225807,38777,5499,8868.278711893754,17214.413636363635,23887,8924,2073.3110178524844
17376,2016,27384,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,25086.25,31987,17376,6107.91788719091,22464.898395721924,33995,14799,2714.9102690864306
14989,2015,37882,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,33317.63636363636,165997,10944,44530.22639797091,17214.413636363635,23887,8924,2073.3110178524844
10990,2012,81301,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,23538.0,38990,10990,14224.096175152923,11397.42,20000,3900,4149.335277920354
13999,2015,49881,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,18952.81818181818,27499,13999,3914.3654867214896,17214.413636363635,23887,8924,2073.3110178524844
14494,2010,36875,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,27230.02564102564,40990,11294,8163.216985475567,11352.45581395349,19900,4990,2640.7577171877883
18488,2015,18719,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,12844.615384615385,20990,6500,5114.139379186256,17214.413636363635,23887,8924,2073.3110178524844
15200,2013,36128,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,15346.625,36843,5750,8207.51376788367,17910.729559748426,23600,12290,2099.876119569538
13900,2015,51544,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,16581.333333333332,29900,5944,12201.01001283637,17214.413636363635,23887,8924,2073.3110178524844
8572,2004,51293,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,12730.75,26800,5999,6020.543997242049,11397.42,20000,3900,4149.335277920354
14921,2012,41726,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,26650.477777777778,42997,6981,8676.316630620482,11397.42,20000,3900,4149.335277920354
12995,2013,50162,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,21446.571428571428,28999,12995,5749.859849223656,17214.413636363635,23887,8924,2073.3110178524844
19444,2016,20905,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,27544.166666666668,46994,18797,10799.247592618045,22464.898395721924,33995,14799,2714.9102690864306
10999,2010,61157,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,13597.666666666666,15799,10999,2424.542293574879,11352.45581395349,19900,4990,2640.7577171877883
10995,2011,69900,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,18010.625,32995,8995,5684.563669526732,11352.45581395349,19900,4990,2640.7577171877883
16985,2015,16951,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,16485.0,16985,15985,707.1067811865476,17214.413636363635,23887,8924,2073.3110178524844
15999,2014,35537,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,22642.157894736843,51993,4883,9609.346296313877,17910.729559748426,23600,12290,2099.876119569538
17495,2014,31801,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,15909.42857142857,17995,12995,1853.3188120362943,18506.054545454546,22495,14490,1861.1912694331393
13995,2012,42600,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,18010.625,32995,8995,5684.563669526732,11397.42,20000,3900,4149.335277920354
16224,2015,36007,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,23883.85714285714,38176,12489,8965.403700697672,17214.413636363635,23887,8924,2073.3110178524844
16999,2015,30940,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,16999.0,16999,16999,,17214.413636363635,23887,8924,2073.3110178524844
16239,2015,24184,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,28736.353846153845,51998,9925,10666.034909982322,17214.413636363635,23887,8924,2073.3110178524844
17499,2015,21958,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,25951.06818181818,169777,5999,23643.295041873997,17214.413636363635,23887,8924,2073.3110178524844
11585,2012,80359,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,16381.375,38777,7990,10498.129084168148,11397.42,20000,3900,4149.335277920354
16990,2013,30621,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,23033.511627906977,37886,7994,6984.220904370057,17910.729559748426,23600,12290,2099.876119569538
11995,2010,63421,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,21988.78947368421,36750,9450,9065.053371044378,11352.45581395349,19900,4990,2640.7577171877883
15775,2012,30171,Asia,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,13680.817802503478,89000,1900,7506.589268843966,28035.535714285714,44555,6883,9699.511696308502,11397.42,20000,3900,4149.335277920354
16850,2015,33770,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,19299.5,21749,16850,3464.1161210328964,17214.413636363635,23887,8924,2073.3110178524844
19000,2015,10967,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,24638.492063492064,47000,7989,8815.255054354533,17214.413636363635,23887,8924,2073.3110178524844
14995,2013,31508,America do Norte,20289.184018149735,20289.184018149735,20289.184018149735,20289.184018149735,24620.360940588907,194000,1950,12372.191482960476,16915.0,24995,4295,5765.414122159829,17214.413636363635,23887,8924,2073.3110178524844
